id,task,lang,prompt,reference,output,latency_s,status,error,model,temperature,input_tokens,output_tokens,total_tokens
23,factual_qa,ta,ஒரு முக்கோணத்திற்கு எத்தனை பக்கங்கள் உள்ளன?,3,"ஒரு **முக்கோணத்திற்கு மூன்று பக்கங்கள்** இருக்கும்.

இதுதான் இதன் அடிப்படை வரையறை. மேலும், ஒரு முழுமையான வரையறைக்கு, இதற்கு கீழே உள்ளவையும் இருக்கும்:
*   **மூன்று முனைகள்** (கார்னர்ஸ்)
*   **மூன்று கோணங்கள்**

""முக்கோணம்"" என்ற வார்த்தையே ஒரு பெரிய குறிப்பு:
*   **""Tri-""** என்றால் *three* (மூன்று) என்று அர்த்தம்.
*   **""-angle""** என்றால் கோணம் என்று அர்த்தம்.

எனவே, *tri-*angle என்றால் ""மூன்று கோணங்கள்"" என்று அர்த்தம், இது மூன்று கோணங்களுக்கும் மூன்று பக்கங்களுக்கும் உள்ள தொடர்பை உறுதிப்படுத்துகிறது.

### அதைப் பற்றி இன்னும் கொஞ்சம் விசித்திரமாக

இந்த மூன்று விஷயங்களும் ஒன்றுக்கொன்று தொடர்புடையவை என்பதால், அவை ஒவ்வொரு முக்கோணத்திற்கும் மிகவும் அடிப்படையானவை.

*   **ஒரு பக்கம்** என்பது நேர்மையான விளிம்பு.
*   மூன்று **பக்கங்களும்** சந்திக்கும் இரண்டு புள்ளிகளில் (vertices), **கோணங்கள்** உருவாகின்றன.
*   **ஒரு முக்கிய விதி:** எந்தவொரு முக்கோணத்தின் மூன்று உட்புற கோணங்களின் கூடுதல் **எப்போதும் 180 degrees** ஆகத்தான் இருக்கும்.

### முக்கோணங்களின் வகைகள்

இந்த மூன்று பக்கங்கள் எப்படி இணைக்கப்பட்டுள்ளன அல்லது மூன்று கோணங்கள் என்ன வகை என்பதைப் பொறுத்து, நாம் ஒரு முக்கோணத்தை வகைப்படுத்தலாம்.

| பக்கங்களின் அடிப்படையில் | கோணங்களின் அடிப்படையில் |
| :--- | :--- |
| **Equilateral:** மூன்று பக்கங்களும் சமம். | **Acute:** மூன்று கோணங்களும் 90 degrees-ஐ விடக் குறைவு. |
| **Isosceles:** இரண்டு பக்கங்கள் சமம். | **Right:** ஒரு கோணம் சரியாக 90 degrees. |
| **Scalene:** மூன்று பக்கங்களும் வெவ்வேறு நீளம் கொண்டவை. | **Obtuse:** ஒரு கோணம் 90 degrees-ஐ விட அதிகம். |

ஆனால் இந்த மாறுபாடுகள் எல்லாவற்றிலும், ஒரு முக்கோணத்திற்கு **எப்போதும் மூன்று பக்கங்கள்** மட்டுமே இருக்கும். இது கணிதம் மற்றும் பொறியியலில் மிகவும் அடிப்படையான வடிவங்களில் ஒன்றாகும்.",21.8551,success,,sarvam-105b,0.0,19,1625,1644
24,factual_qa,ta,பூமியின் இயற்கை துணைக்கோள் எது?,சந்திரன்,"பூமியின் இயற்கையான துணைக்கோள் **தி மூன்** (சில நேரங்களில் *Luna* என்று எழுதப்படும்). இது பூமியைச் சுற்றி வரும் ஒரே செயற்கைக்கோள், மேலும் அதன் சராசரி தூரம் சுமார் 384,400 கி.மீ (238,900 மைல்) ஆகும்.",3.5262,success,,sarvam-105b,0.0,19,208,227
25,factual_qa,ta,வானவில் பொதுவாக எத்தனை நிறங்களைக் கொண்டுள்ளது?,7,"பாரம்பரியமாக, வானவில்லில் **ஏழு நிறங்கள்** இருப்பதாகக் கருதப்படும்:

1. சிவப்பு  
2. ஆரஞ்சு  
3. மஞ்சள்  
4. பச்சை  
5. நீலம்  
6. கருநீலம்  
7. ஊதா  

(இவற்றை மலைகளில் **ROYGBIV** என்று சொல்வார்கள்.)  
இயற்பியல் ரீதியாகப் பார்த்தால், வானவில் என்பது ஒரு தொடர்ச்சியான நிறமாலையாகும், இதில் தனித்தனி band-கள் கிடையாது. ஆனால் எளிமைக்காக ஏழு தனித்துவமான நிறங்களாகப் பிரித்துக் காட்டுவது பரவலாகப் பயன்படுத்தப்படுகிறது.",5.2857,success,,sarvam-105b,0.0,18,355,373
26,translation,en,Translate into Hindi: The children planted trees near the school to create more shade.,बच्चों ने अधिक छाया बनाने के लिए स्कूल के पास पेड़ लगाए।,,29.3602,success,,sarvam-105b,0.0,26,2048,2074
27,translation,en,Translate into Tamil: The train arrived at the station ten minutes late.,ரயில் நிலையத்திற்கு பத்து நிமிடங்கள் தாமதமாக வந்தது.,,28.6485,success,,sarvam-105b,0.0,24,2048,2072
28,translation,en,Translate into Hindi: Please close the window before you leave the room.,कृपया कमरे से जाने से पहले खिड़की बंद कर दें।,,30.2579,success,,sarvam-105b,0.0,24,2048,2072
29,translation,en,Translate into Tamil: The doctor advised the patient to drink plenty of water.,மருத்துவர் நோயாளியிடம் நிறைய தண்ணீர் குடிக்குமாறு அறிவுறுத்தினார்.,,32.9542,success,,sarvam-105b,0.0,25,2048,2073
30,translation,en,Translate into Hindi: Our team completed the project before the deadline.,हमारी टीम ने समय सीमा से पहले परियोजना पूरी कर ली।,,28.7062,success,,sarvam-105b,0.0,23,2048,2071
31,translation,en,Translate into Tamil: Fresh vegetables are available at the market every morning.,ஒவ்வொரு காலையிலும் சந்தையில் புதிய காய்கறிகள் கிடைக்கின்றன.,"Here are a few ways to translate that into Tamil, from the most common to other natural-sounding options.

### **1. Most Direct & Common Translation**

This is the most straightforward and widely understood translation.

**ஒவ்வொரு காலையிலும் சந்தையில் புதிய காய்கறிகள் கிடைக்கின்றன.**

*   **ஒவ்வொரு** (Ovvoru) - every
*   **காலையிலும்** (kālaiyilum) - in the morning
*   **சந்தையில்** (cantaiyil) - in the market
*   **புதிய** (putiya) - fresh
*   **காய்கறிகள்** (kāykariṅkaḷ) - vegetables
*   **கிடைக்கின்றன** (kiṭaikkinṟāṉa) - are available / are gotten

---

### **2. Alternative Wording**

This version is structurally very similar but also",28.5267,success,,sarvam-105b,0.0,24,2048,2072
32,translation,en,Translate into Hindi: The museum displays paintings from different periods of history.,அருங்காட்சியகத்தில் வரலாற்றின் பல்வேறு காலகட்டங்களைச் சேர்ந்த ஓவியங்கள் காட்சிப்படுத்தப்பட்டுள்ளன.,,28.4657,success,,sarvam-105b,0.0,24,2048,2072
33,translation,en,Translate into Tamil: Students should submit their assignments by Friday.,மாணவர்கள் தங்கள் பணிகளை வெள்ளிக்கிழமைக்குள் சமர்ப்பிக்க வேண்டும்.,,35.0623,success,,sarvam-105b,0.0,22,2048,2070
34,translation,hi,Translate into English: किसान सुबह खेत में फसलों की जाँच करने गया।,The farmer went to the field in the morning to check the crops.,"Aam taur par, is vakya ko kuch is tarah se bola jayega:

**""Mazdoor subah khet mein faslon ki jaanch karne gaya.""**

---

Yahan kuch aur vikalp diye gaye hain, jinme se kuch thode zyada aupcharik hain ya alag-alag matlab nikaalte hain:

* **Asar ya tasalli par zor dene ke liye:**
    > **""Mazdoor subah khet mein faslon ki dekhbhal karne gaya.""** (Mazdoor subah kheton ki dekhbhaal karne gaya.)

* **Zyada aupcharik sudhaar ke liye:**
    > **""Mazdoor subah khet mein faslon ka nirikshan karne gaya.""** (Mazdoor subah kheton ka nirikshan karne gaya.)

* **Shuruati line ke shabdon ko chhodkar:**
    > **""Subah, mazdoor kheton mein faslon ki jaanch karne gaya.""**

---

###",36.1876,success,,sarvam-105b,0.0,24,2048,2072
35,translation,hi,Translate into Tamil: पुस्तकालय में विद्यार्थियों के लिए नई किताबें आई हैं।,மாணவர்களுக்காக நூலகத்திற்கு புதிய புத்தகங்கள் வந்துள்ளன.,,34.2343,success,,sarvam-105b,0.0,25,2048,2073
36,translation,hi,Translate into English: बारिश के कारण सड़क पर यातायात धीमा हो गया।,Traffic on the road became slow because of the rain.,,33.3681,success,,sarvam-105b,0.0,25,2048,2073
37,translation,hi,Translate into Tamil: हमें परीक्षा से पहले सभी अध्यायों को दोहराना चाहिए।,தேர்வுக்கு முன் அனைத்து அத்தியாயங்களையும் நாம் மறுபரிசீலனை செய்ய வேண்டும்.,,32.0609,success,,sarvam-105b,0.0,26,2048,2074
38,translation,hi,Translate into English: ट्रेन के रवाना होने से पहले यात्री प्लेटफॉर्म पर पहुँच गए।,The passengers reached the platform before the train departed.,"बिल्कुल। इस वाक्य को अनुवाद करने के कुछ तरीके यहाँ दिए गए हैं, जो सबसे सीधे से लेकर ज़्यादा स्वाभाविक लगने वाले विकल्पों तक हैं।

### सबसे सीधा अनुवाद:
**ट्रेन के जाने से पहले यात्री प्लेटफॉर्म पर पहुँच गए।**

---

### दूसरे सामान्य और स्वाभाविक विकल्प:
*   **ट्रेन के जाने से पहले, यात्री प्लेटफॉर्म पर पहुँच गए।** (वाक्य की शुरुआत टाइम क्लॉज़ से)
*   **ट्रेन के चलने से पहले, यात्री ट्रेन में चढ़ गए।** (ध्यान दें: *चलागाना* का मतलब है ""चलना,"" जो अक्सर ""रवाना होना"" का ज़्यादा इस्तेमाल होने वाला रूप है)

### मामूली अंतर के साथ विकल्प:
ये भी बिल्कुल सही हैं और बोले जाने वाले अंग्रेज़ी में आम हैं:

*   **यात्री ट्रेन के जाने से पहले प्लेटफॉर्म पर आ गए।** (""पहुँचना"" की जगह ""आना"" का इस्तेमाल)
*   **ट्रेन के जाने से पहले, यात्रियों का प्लेटफॉर्म पर पहुँचना पक्का था।** (एक ज़्यादा औपचारिक, निष्क्रिय आवाज़)

---

#### शब्दों का विवरण:
*   **ट्रेन के जाने से पहले:** इसका मतलब है ""ट्रेन के जाने से पहले।""
*   **ट्रिप्लेट/यात्री:** ""यात्री।""
*   **प्लेटफॉर्म पर:** ""प्लेटफॉर्म पर।""
*   **पहुँचना:** ""पहुँचना।""

आसान अंग्रेज़ी बोलने के लिए, **""रवाना होना""** (depart) और **""पहुँचना""** (reach) सबसे अच्छे विकल्प होंगे।",31.3021,success,,sarvam-105b,0.0,26,1762,1788
39,translation,hi,Translate into Tamil: इस गाँव में लोग मुख्य रूप से खेती पर निर्भर हैं।,இந்த கிராமத்தில் மக்கள் பெரும்பாலும் விவசாயத்தை நம்பியுள்ளனர்.,"தினசரிப் பயன்பாட்டில் சரளமாகப் பேச இந்த வாக்கியத்தை சொல்கிறவர்கள் ஆதிவாசிகளுக்கு மிகவும் ஏற்றவாறு இருக்கும் வகையில் நான் மாற்றி அமைத்துள்ளேன்.

**இந்த கிராமத்தில் மக்கள் முக்கியமாக விவசாயத்தையே நம்பியிருக்கிறார்கள்.**

வாக்கியத்தில் உள்ள வார்த்தைகளுக்கான விளக்கம்:
*   **இந்த கிராமத்தில்** - இந்த கிராமத்தில்
*   **மக்கள்** - மக்கள்
*   **முக்கியமாக** - முக்கியமாக
*   **விவசாயத்தையே** - விவசாயத்தையே (இது *விவசாயம்* + உ.த - 'வே' என்ற பொருள்)
*   **நம்பியிருக்கிறார்கள்** - நம்பியிருக்கிறார்கள், நம்பியிருக்கிறார்கள், சார்ந்திருக்கிறார்கள் (அது நம்பியிருக்கிறார்கள் *என்ற* வினைச்சொல்)

சில மாற்று வடிவங்கள்:

*   **இந்த கிராமத்து மக்கள் பெரும்பாலும் விவசாயத்தையே நம்பியிருக்கிறார்கள்.** (இந்த கிராமத்து மக்கள் பெரும்பாலும் விவசாயத்தையே நம்பியிருக்கிறார்கள்.)
*   **இந்த ஊரில் மக்கள் பொதுவான வாழ்வாதாரமாக விவசாயத்தை நம்பியிருக்கிறார்கள்.** (இந்த ஊரில் மக்கள் முக்கியமாக விவசாயத்தை நம்பியிருக்கிறார்கள்.)

நம்பகத்தன்மையைக் காட்டும் வகையில், ""வே"" என்பதை அதிகம் நம்பியிருப்பதால் அர்த்தம் மேலும் தெளிவாகிறது.",30.3426,success,,sarvam-105b,0.0,26,1958,1984
40,translation,hi,Translate into English: उसने अपना छाता घर पर ही छोड़ दिया।,She left her umbrella at home.,उसने अपना छाता घर पर ही छोड़ दिया।,19.9775,success,,sarvam-105b,0.0,24,1273,1297
41,translation,hi,Translate into Tamil: बच्चों ने छुट्टी के दौरान समुद्र तट पर खेला।,விடுமுறையின் போது குழந்தைகள் கடற்கரையில் விளையாடினர்.,,33.4735,success,,sarvam-105b,0.0,24,2048,2072
42,translation,ta,Translate into English: மாணவர்கள் பள்ளி தோட்டத்தில் புதிய செடிகளை நட்டனர்.,The students planted new plants in the school garden.,மாணவர்கள் பள்ளித் தோட்டத்தில் புதிய செடிகளை நட்டார்கள்.,26.9099,success,,sarvam-105b,0.0,26,1647,1673
43,translation,ta,Translate into Hindi: இன்று காலை வானிலை மிகவும் குளிராக இருந்தது.,आज सुबह मौसम बहुत ठंडा था।,"आज सुबह मौसम बहुत ठंडा था।

---

**शब्द-दर-शब्द अनुवाद:**

*   **आज सुबह** = आज सुबह
*   **मौसम** = मौसम
*   **बहुत** = बहुत
*   **ठंडा था** = ठंडा था

**एक और आम तरीका:**

आज सुबह बहुत ठंड थी।",22.9042,success,,sarvam-105b,0.0,24,1473,1497
44,translation,ta,Translate into English: நகரின் புதிய பாலம் நேற்று பொதுமக்களுக்காக திறக்கப்பட்டது.,The city's new bridge was opened to the public yesterday.,"நகரில் புதிய பாலம் ஒன்று நேற்று பொதுமக்களுக்காக திறக்கப்பட்டது.

மேலும் தெளிவாகப் புரியும் வகையில், இந்த வார்த்தைகளை இப்படிப் பிரிக்கலாம்:
*   **நகரின் (nagarin):** இது 'நகரம்' (""city"") என்பதன் உடைமை வடிவம் (possessive form), இதை **of the city** அல்லது **city's** என்று மொழிபெயர்க்கலாம்.
*   **புதிய (puthiya):** இது **new** (புதிய) என்ற பொருளைத் தரும் ஒரு உரிச்சொல் (adjective).
*   **பாலம் (paalam):** இது **bridge** (பாலம்) என்ற பொருளைத் தரும் ஒரு பெயர்ச்சொல் (noun).
*   **திறக்கப்பட்டது (thirakkappattathu):** இது *திற* (to open) என்ற வினைச்சொல்லின் இறந்த கால வடிவம் (**was opened**).
*   **பொதுமக்களுக்காக (pothumakkalukkāga):** இதன் அர்த்தம் **for the general public** (பொதுமக்களுக்காக).
*   **நேற்று (nērumēṟṟu):** இது **yesterday** (நேற்று) என்பதைக் குறிக்கும் ஒரு வினை உரிச்சொல் (adverb).

இது இந்தியச் சூழலுக்கு எப்படிப் பொருந்தும்:
அடிப்படை மொழிபெயர்ப்புச் சரியானதாக இருந்தாலும், இதுபோன்ற சாலைப் பாலம் குறித்த அறிவிப்புகள் இந்தியாவின் பெரிய அளவிலான உள்கட்டமைப்பு மேம்பாட்டு டிரைவின் ஒரு பகுதியாகும். 2018 இல் திறக்கப்பட்ட **போகிபீல் பாலம் (Bogibeel Bridge)** (அசாமில், பிரம்மபுத்திரா நதியின் குறுக்கே கட்டப்பட்ட முதல் சாலை-ரயில் பாலம்) போன்ற சமீபத்திய திட்டங்கள் முக்கிய உதாரணங்களாகும். மேலும், போக்குவரத்து நெரிசலைக் குறைத்து தொலைதூரப் பகுதிகளை இணைக்கும் நோக்கில் இந்த நாட்டில் இதுபோன்ற அறிவிப்புகள் அடிக்கடி செய்யப்படுகின்றன.",34.0132,success,,sarvam-105b,0.0,27,2047,2074
45,translation,ta,Translate into Hindi: மருத்துவர் தினமும் உடற்பயிற்சி செய்யுமாறு அறிவுறுத்தினார்.,डॉक्टर ने हर दिन व्यायाम करने की सलाह दी।,டாக்டர் அவருக்கு தினமும்,34.8102,success,,sarvam-105b,0.0,29,2048,2077
46,translation,ta,Translate into English: இந்த கடையில் பல வகையான பாரம்பரிய உணவுகள் கிடைக்கின்றன.,Many types of traditional food are available in this shop.,"இந்த கடைல நிறைய வகையான பாரம்பரிய உணவுகள் கிடைக்கின்றன.

ஆங்கிலத்துல சொல்லப்போனா, இதுக்கு அர்த்தம்:

**As a craftsperson, I prioritize the quality of materials and the time-honored techniques in every piece I create.**

இந்த வாக்கியத்தை ஆங்கிலத்துல இன்னும் பல விதமா சொல்லலாம், ஒவ்வொன்னும் கொஞ்சம் வித்தியாசமான உணர்வை கொடுக்கும். இதோ சில நல்ல மாற்று வழிகள்:

**Standard & Direct:**
*   **In this shop, a variety of traditional foods are available.** (இது நேரடியான, தெளிவான மொழிபெயர்ப்பு)
*   **This store sells a wide selection of traditional foods.** (""sells"" பயன்படுத்துறது, பொருட்கள் விற்கப்படுகின்றன என்பதை குறிக்கும் ஒரு பொதுவான முறை)

**Slightly More Casual:**
*   **You can find many different kinds of traditional foods here.** (இது மெனு அல்லது கடைகள் பத்தி பேசுறப்போ சாதாரணமா பயன்படுத்தப்படுற ஒரு முறை)
*   **This place has a lot of different traditional foods.** (இது கொஞ்சம் சாதாரணமான, உரையாடல் முறை)

**More Formal/Descriptive:**
*   **A wide array of traditional foods can be found in this establishment.** (இது இன்னும் கொஞ்சம் ஃபார்மலான வார்த்தைகளை பயன்படுத்துது)
*   **This store offers a diverse range of traditional food products.**

---

### Tamil வாக்கியத்தை விரிவாக பார்ப்போம்:

*   **இந்த கடையில் (inda kaṭaiyil):** ""இந்த கடை"" (inda kaṭai) என்பதன் லோகேட்டிவ் கேஸ் (locative case) வடிவம், முடிவு ""-il"" என்பதன் பொருள் ""இல்"" அல்லது ""அங்கு"". இது செயலை நடக்கும் இடத்தை குறிக்குது.
    *   * Translation: ""இந்த கடைல..."", ""இந்த ஸ்டோர்ல..."", அல்லது ""இங்கே...""
*   **பல வகையான (pala vakaiyaana):** ""பல"" (pala) என்றால் ""பல"" அல்லது ""நிறைய"". ""வகையான"" (vakaiyaana) என்பதன் பொருள் ""வகைகள்"" அல்லது ""வகை"". இவை",32.8731,success,,sarvam-105b,0.0,25,2048,2073
47,translation,ta,Translate into Hindi: குழந்தைகள் மாலையில் பூங்காவில் விளையாடினர்.,बच्चों ने शाम को पार्क में खेला।,,33.8398,success,,sarvam-105b,0.0,25,2048,2073
48,translation,ta,Translate into English: மழை காரணமாக பள்ளி ஒரு மணி நேரம் தாமதமாக தொடங்கியது.,The school started one hour late because of the rain.,,34.0227,success,,sarvam-105b,0.0,24,2048,2072
49,translation,ta,Translate into Hindi: பயணிகள் முன்கூட்டியே தங்கள் பயணச்சீட்டுகளை பதிவு செய்தனர்.,यात्रियों ने अपने टिकट पहले से बुक कर लिए।,"நிச்சயமாக. அந்த வாக்கியத்தின் மொழிபெயர்ப்பு இங்கே, மிகவும் பொதுவான மற்றும் முறையான பதிப்புகளுடன், ஒரு சிறிய விளக்கத்துடன் கொடுக்கப்பட்டுள்ளது.

### மிகவும் வழக்கமான மற்றும் இயல்பான மொழிபெயர்ப்பு:
**यात्रियों ने अपने टिकट पहले से बुक किए थे।**
*(Yātrīyon nē apne ticket pahale seng book kiye the.)*

### மாற்று முறையான அல்லது",33.0043,success,,sarvam-105b,0.0,29,2048,2077
50,translation,ta,Translate into English: விவசாயிகள் நீரைச் சேமிக்க சொட்டு நீர்ப்பாசனத்தை பயன்படுத்துகின்றனர்.,Farmers use drip irrigation to save water.,"சிறந்த மொழிபெயர்ப்பு:

**விவசாயிகள் தண்ணீரைச் சேமிக்க சொட்டு நீர் பாசனத்தைப் பயன்படுத்துகிறார்கள்.**

---

இந்த வாக்கியத்தைச் சொல்வதற்கு இங்கே வேறு சில நல்ல வழிகள் உள்ளன, ஒவ்வொன்றிலும் சிறிய அர்த்த வித்தியாசங்கள் உள்ளன:

**மாற்று வழி 1 (கொஞ்சம் சுருக்கமாகவும் இயல்பாகவும்):**
> விவசாயிகள் சொட்டு நீர் பாசனத்தைப் பயன்படுத்துகிறார்கள், இதனால் தண்ணீரைச் சேமிக்கிறார்கள்.
*இது *முயற்சியை* விட *முடிவை* வலியுறுத்துகிறது.*

**மாற்று வழி 2 (கொஞ்சம் நுட்பமான வார்த்தைகளுடன்):**
> தண்ணீரை *உருவாக்க* விவசாயிகள் சொட்டு நீர் பாசன முறையை ஏற்றுக்கொள்கிறார்கள்.
*இங்கே, ""பாதிக்கிறார்கள்"" என்பதை விட ""ஏற்றுக்கொள்கிறார்கள்"" என்பது ஒரு புதிய முறையைத் தீவிரமாகப் பயன்படுத்தும் முடிவைக் குறிக்கிறது. ""சேமிக்கிறார்கள்"" என்பதை விட ""உருவாக்குகிறார்கள்"" என்பதும் மிகவும் முறையான சொல்.*

**மாற்று வழி 3 (முக்கிய நோக்கத்தை வலியுறுத்த, வாக்கியத்தை மாற்றி அமைப்பது):**
> தண்ணீரைச் சேமிக்க, விவசாயிகள் சொட்டு நீர் பாசனத்தைப் பயன்படுத்துகிறார்கள்.
*முக்கிய இலக்கிற்கு முக்கியத்துவம் கொடுக்க, இது ஒரு பொதுவான அமைப்பு.*",29.6519,success,,sarvam-105b,0.0,32,1792,1824
51,summarization,en,Summarize in 1 sentence: A community health center opened a weekend clinic so residents can receive basic medical services without traveling to the city.,A community health center opened a weekend clinic to provide residents with basic medical services locally.,,32.6376,success,,sarvam-105b,0.0,38,2048,2086
52,summarization,en,Summarize in 1 sentence: The school installed rainwater harvesting tanks to collect water during the monsoon and use it for gardening later.,The school installed rainwater harvesting tanks for collecting and reusing monsoon water.,The school installed rainwater harvesting tanks to collect monsoon water for future gardening.,22.553,success,,sarvam-105b,0.0,36,1408,1444
53,summarization,en,Summarize in 1 sentence: A local bakery began using paper bags instead of plastic bags to reduce the amount of plastic waste produced each day.,The bakery switched to paper bags to reduce daily plastic waste.,A local bakery switched from plastic to paper bags to reduce its daily plastic waste.,26.649,success,,sarvam-105b,0.0,39,1708,1747
54,summarization,en,Summarize in 1 sentence: The city library extended its opening hours during exam season so students could study for longer in the evenings.,The city library extended its hours during exam season to give students more evening study time.,,33.0572,success,,sarvam-105b,0.0,37,2048,2085
55,summarization,en,Summarize in 1 sentence: A farmers' group organized a workshop teaching members how to identify common crop diseases and manage them early.,A farmers' group held a workshop on identifying and managing common crop diseases early.,,36.4754,success,,sarvam-105b,0.0,37,2048,2085
56,summarization,en,Summarize in 1 sentence: The apartment residents created a shared composting area where kitchen waste is converted into compost for community plants.,Apartment residents created a shared composting area to turn kitchen waste into compost for plants.,,37.5779,success,,sarvam-105b,0.0,36,2048,2084
57,summarization,en,Summarize in 1 sentence: A technology club hosted a beginner workshop on programming and helped students build simple calculator applications.,A technology club held a beginner programming workshop where students built simple calculators.,,38.3833,success,,sarvam-105b,0.0,34,2048,2082
58,summarization,en,Summarize in 1 sentence: The railway station added clearer signs and digital displays to help passengers find platforms and train information more easily.,The railway station improved passenger navigation with clearer signs and digital displays.,Clearer signs and digital displays were added to the railway station to help passengers find platforms and train information more easily.,12.818,success,,sarvam-105b,0.0,37,703,740
59,summarization,hi,संक्षेप में लिखें: नगर के एक अस्पताल ने बुजुर्ग मरीजों के लिए घर से डॉक्टर से परामर्श लेने की सुविधा शुरू की।,अस्पताल ने बुजुर्ग मरीजों के लिए घर से डॉक्टर से परामर्श की सुविधा शुरू की।,"एक शहर के अस्पताल ने सीनियर सिटीजन के लिए एक टेलीकंसल्टेशन सर्विस शुरू की है, जिससे वे अपने घर से ही आसानी से डॉक्टरों से सलाह ले सकते हैं।

**मुख्य बातें:**
*   **सुविधा:** घर से डॉक्टर से सलाह लेना (टेलीकंसल्टेशन)।
*   **टारगेट ग्रुप:** बुजुर्ग और सीनियर सिटीजन।
*   **समस्या का समाधान:** चलती-फिरती दिक्कतें और क्लिनिक जाने में होने वाली असुविधा को दूर करना।",35.4702,success,,sarvam-105b,0.0,35,1997,2032
60,summarization,hi,संक्षेप में लिखें: एक स्कूल ने विद्यार्थियों को बिजली बचाने के तरीके सिखाने के लिए जागरूकता कार्यक्रम आयोजित किया।,स्कूल ने विद्यार्थियों को बिजली बचाने के तरीके सिखाने के लिए जागरूकता कार्यक्रम आयोजित किया।,,33.4441,success,,sarvam-105b,0.0,33,2048,2081
61,summarization,hi,संक्षेप में लिखें: किसानों ने फसल की गुणवत्ता सुधारने के लिए जैविक खाद का उपयोग बढ़ाने का निर्णय लिया।,किसानों ने फसल की गुणवत्ता सुधारने के लिए जैविक खाद का उपयोग बढ़ाने का निर्णय लिया।,"किसानों के फसल की क्वालिटी सुधारने के फैसले को नीचे दिए गए तरीकों से संक्षेप में बताया जा सकता है।

**एक वाक्य का सारांश:**
अपनी फसलों की क्वालिटी और मिट्टी की सेहत सुधारने के लिए किसान ऑर्गेनिक (जैविक) खाद का इस्तेमाल बढ़ा रहे हैं।

**संदर्भ के साथ दोबारा कहना:**
भारत में ऑर्गेनिक खेती की तरफ तेजी से बदलाव हो रहा है। ज्यादा पैदावार के लिए इस्तेमाल किए जाने वाले केमिकल खादों के लंबे समय तक ज्यादा इस्तेमाल के बाद, किसान अब ऑर्गेनिक तरीकों का इस्तेमाल करके अपनी उपजाऊ मिट्टी को वापस ला रहे हैं। इस फैसले का मकसद उनकी उपज की क्वालिटी और न्यूट्रिशन को बेहतर बनाना है, और साथ ही पर्यावरण के अनुकूल और सस्टेनेबल (टिकाऊ) खेती के तरीकों की बढ़ती डिमांड को पूरा करना और सरकार की ऐसी योजनाओं के साथ चलना है जो इस बदलाव को बढ़ावा देती हैं।",23.2329,success,,sarvam-105b,0.0,33,1440,1473
62,summarization,hi,संक्षेप में लिखें: पुस्तकालय ने बच्चों के लिए हर रविवार कहानी पढ़ने का कार्यक्रम शुरू किया।,पुस्तकालय ने बच्चों के लिए रविवार को कहानी पढ़ने का कार्यक्रम शुरू किया।,"हर रविवार को बच्चों को कहानियाँ सुनाने के लिए लाइब्रेरी ने एक नया प्रोग्राम शुरू किया है।

यहाँ कुछ और तरीके दिए गए हैं:

* **थोड़े आसान शब्दों में:** हर रविवार, लाइब्रेरी में बच्चों के लिए एक स्टोरीटाइम सेशन होता है।
* **ज़रूरी बातों की बुलेट लिस्ट:**
    * **कौन:** लाइब्रेरी
    * **क्या:** एक स्टोरी-रीडिंग (कहानी सुनाने वाला) प्रोग्राम
    * **किसके लिए:** बच्चे
    * **कब:** हर रविवार",19.9592,success,,sarvam-105b,0.0,30,1400,1430
63,summarization,hi,संक्षेप में लिखें: नगर निगम ने पुराने स्ट्रीट लाइटों को ऊर्जा-कुशल लाइटों से बदलना शुरू किया।,नगर निगम ने पुरानी स्ट्रीट लाइटों को ऊर्जा-कुशल लाइटों से बदलना शुरू किया।,"महानगर पालिका ने शहर में सभी पुरानी स्ट्रीट लाइटों को एनर्जी-एफिशिएंट LED लाइटों से बदलने का प्रोजेक्ट शुरू किया है। इको-फ्रेंडली लाइटें लगाने के इस कदम का मकसद बिजली की खपत कम करना, बिजली बिल के पैसे कम करना, और पब्लिक लाइटिंग को बेहतर बनाना है। इससे रास्तों पर रोशनी बेहतर होगी और लोगों को ज्यादा सेफ्टी मिलेगी।",23.5732,success,,sarvam-105b,0.0,34,1660,1694
64,summarization,hi,संक्षेप में लिखें: एक स्वयंसेवी समूह ने गर्मियों में जरूरतमंद परिवारों को पानी की बोतलें और भोजन वितरित किया।,स्वयंसेवी समूह ने गर्मियों में जरूरतमंद परिवारों को पानी और भोजन वितरित किया।,"स्वयंसेवकों की एक टीम ने गर्मियों के दौरान ज़रूरतमंद परिवारों को पानी की बोतलें और खाना बांटा।

***

यहाँ कुछ और विकल्प दिए गए हैं, जिनमें थोड़े अलग अंदाज़ हैं:

**सबसे छोटा:**
गर्मियों में, स्वयंसेवकों ने ज़रूरतमंद परिवारों को खाना और पानी दिया।

**थोड़ा और ज़्यादा जानकारी वाला:**
ज़रूरतमंद परिवारों की मदद करते हुए, एक स्वयंसेवी समूह ने गर्मियों में ज़रूरी पानी और खाना बांटा।

**औपचारिक (Formal):**
एक आउटरीच पहल के ज़रिए, स्वयंसेवकों ने गर्मियों के दौरान ज़रूरतमंद घरों को ज़रूरी चीज़ें, जिनमें खाना और पानी शामिल है, दीं।",23.9831,success,,sarvam-105b,0.0,35,1525,1560
